benchmark,funcs,max_order,include_interactions,depth,hidden,activation,extractor,scheduler,rmse_neural,rmse_sindy,n_terms_extracted,n_true_terms,precision,recall,f1,tp_names,fp_names,fn_names,history_train,history_val,active_terms
Nguyen-1,"id,sin,cos",1,True,1,64,gelu,elastic,steplr,0.05086733890017121,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[0.8614678153624902, 0.6876707948171176, 0.5350641378989587, 0.39132075814100414, 0.27742901329810804, 0.1908831401513173, 0.143599146260665, 0.11622154941925636, 0.1011118831542822, 0.09108561105453052, 0.08198948376453839, 0.07156929860894497, 0.06446722751626602, 0.058400203115664996, 0.051171815739228174, 0.044946287687008195, 0.04211505874991417, 0.03837582010489244, 0.035956874346503846, 0.03513139314376391, 0.03008127871614236, 0.027533154504803512, 0.027948672525011577, 0.025198935746000364, 0.02459755941079213, 0.021761328268509645, 0.022158366556351002, 0.022096089015786465, 0.020433476338019736, 0.02137005844941506, 0.018647866753431466, 0.018149645999073982, 0.017681935945382483, 0.016732087215551965, 0.01567736783852944, 0.014761755099663368, 0.015451631365487209, 0.015004930444634877, 0.015387692488729954, 0.01578118007343549, 0.012872124234071145, 0.012883960412671933, 0.011620441953150125, 0.012289481237530708, 0.010960395734470624, 0.010962421790911602, 0.009730686648533894, 0.010194647054259594, 0.010840514603142556, 0.00883858074219181, 0.008916369675157161, 0.00859005545051052, 0.009042345202313019, 0.009641218715562271, 0.008110102910835009, 0.009143658949492069, 0.007876633953016538, 0.00852046924858139, 0.007828926273549978, 0.008124210656835483]","[0.6168573200702667, 0.47018206119537354, 0.34451155364513397, 0.23751838505268097, 0.15575419180095196, 0.10550723690539598, 0.08343333750963211, 0.07402313500642776, 0.06751057226210833, 0.0585694732144475, 0.05238658748567104, 0.046121975407004356, 0.04028689954429865, 0.03597778081893921, 0.03214672161266208, 0.029518041294068098, 0.026912213768810034, 0.024650550447404385, 0.02320975111797452, 0.021944560576230288, 0.020150153897702694, 0.01990368263795972, 0.018689315766096115, 0.018087866716086864, 0.017504637828096747, 0.016631376929581165, 0.016100862296298146, 0.015487035736441612, 0.0148363437037915, 0.014193755574524403, 0.01332672918215394, 0.012730631977319717, 0.012073391815647483, 0.011657369555905461, 0.010782945668324828, 0.010468611726537347, 0.009641071315854788, 0.009153461083769798, 0.008784522418864071, 0.00817506539169699, 0.007535149343311787, 0.00745394011028111, 0.006585272261872888, 0.006119917030446231, 0.005760853877291083, 0.005321345408447087, 0.004997862270101905, 0.0044603231362998486, 0.004193170345388353, 0.0038677637930959463, 0.003719580650795251, 0.003654264786746353, 0.0034780537243932486, 0.003347772522829473, 0.00318093755049631, 0.0030478013795800507, 0.0029083731351420283, 0.002803002716973424, 0.0028327832696959376, 0.002666366519406438]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,gelu,elastic,none,0.04193441160213702,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[0.8614678153624902, 0.6876707948171176, 0.5350641378989587, 0.39132075814100414, 0.27742901329810804, 0.1908831401513173, 0.143599146260665, 0.11622154941925636, 0.1011118831542822, 0.09108561105453052, 0.08198948376453839, 0.07156929860894497, 0.06446722751626602, 0.058400203115664996, 0.051171815739228174, 0.044946287687008195, 0.04211505874991417, 0.03837582010489244, 0.035956874346503846, 0.03513139314376391, 0.03008127871614236, 0.027533154504803512, 0.027948672525011577, 0.025198935746000364, 0.02459755941079213, 0.021761328268509645, 0.022158366556351002, 0.022096089015786465, 0.020433476338019736, 0.02137005844941506, 0.018647866753431466, 0.018149645999073982, 0.017681935945382483, 0.016732087215551965, 0.01567736783852944, 0.014761755099663368, 0.015451631365487209, 0.015004930444634877, 0.015387692488729954, 0.01578118007343549, 0.012872124234071145, 0.012883960412671933, 0.011620441953150125, 0.012289481237530708, 0.010960395734470624, 0.010962421790911602, 0.009730686648533894, 0.010194647054259594, 0.010840514603142556, 0.00883858074219181, 0.008894465111482602, 0.008449521703788867, 0.008817827723060664, 0.009295089743458308, 0.00772315775975585, 0.008589138312695118, 0.0073145684571220325, 0.007823363161430908, 0.007113631743078048, 0.007331913408751671]","[0.6168573200702667, 0.47018206119537354, 0.34451155364513397, 0.23751838505268097, 0.15575419180095196, 0.10550723690539598, 0.08343333750963211, 0.07402313500642776, 0.06751057226210833, 0.0585694732144475, 0.05238658748567104, 0.046121975407004356, 0.04028689954429865, 0.03597778081893921, 0.03214672161266208, 0.029518041294068098, 0.026912213768810034, 0.024650550447404385, 0.02320975111797452, 0.021944560576230288, 0.020150153897702694, 0.01990368263795972, 0.018689315766096115, 0.018087866716086864, 0.017504637828096747, 0.016631376929581165, 0.016100862296298146, 0.015487035736441612, 0.0148363437037915, 0.014193755574524403, 0.01332672918215394, 0.012730631977319717, 0.012073391815647483, 0.011657369555905461, 0.010782945668324828, 0.010468611726537347, 0.009641071315854788, 0.009153461083769798, 0.008784522418864071, 0.00817506539169699, 0.007535149343311787, 0.00745394011028111, 0.006585272261872888, 0.006119917030446231, 0.005760853877291083, 0.005321345408447087, 0.004997862270101905, 0.0044603231362998486, 0.004193170345388353, 0.0038677637930959463, 0.003658954577986151, 0.0033223038190044463, 0.003119547211099416, 0.002820251975208521, 0.0026201484724879265, 0.0024302593083120883, 0.002264705311972648, 0.002094065654091537, 0.002078265999443829, 0.001821905025281012]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,tanh,lasso,onecycle,0.215851329157668,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.0238965291243334, 1.0160265198120704, 0.9987383759938754, 0.9771802196135888, 0.9660478509389437, 0.9457440651380099, 0.9440105740840619, 0.9149293349339411, 0.8998419275650611, 0.893320267017071, 0.8847977885833154, 0.8526515318797185, 0.8488363256821265, 0.8071439587152921, 0.7801916828522315, 0.76871002637423, 0.7428975793031546, 0.7186270906375005, 0.6903842229109544, 0.661037266254425, 0.639743488568526, 0.6170512346120981, 0.5857209379856403, 0.5395136131690099, 0.5199180497572973, 0.46896093625288743, 0.4551943013301262, 0.41295085274256194, 0.37356804655148435, 0.34877336942232573, 0.31402328266547275, 0.2839324703583351, 0.2514275828233132, 0.22257227622545683, 0.1964202202283419, 0.17100669214358696, 0.15940828105578056, 0.14799006168658918, 0.14088492267406905, 0.1325646466933764, 0.12549938490757576, 0.12342534271570352, 0.11683615812888512, 0.11667180806398392, 0.11022654920816422, 0.11152693170767564, 0.10682900651143147, 0.10395404008718637, 0.10240474629860657, 0.10010417149617122, 0.09366734612446564, 0.08939207459871586, 0.09097930502433044, 0.08633194405298966, 0.08329184869161019, 0.07973421479646976, 0.07652185140894009, 0.07551505817816807, 0.0728793482367809, 0.06996365120777717]","[0.8256742730736732, 0.8133544102311134, 0.8010050505399704, 0.7885422110557556, 0.7758564427495003, 0.7628778368234634, 0.7493955045938492, 0.7353408187627792, 0.7208442687988281, 0.7055249661207199, 0.6893865168094635, 0.6725054904818535, 0.654862567782402, 0.6362974047660828, 0.6166935041546822, 0.5962476581335068, 0.5747112780809402, 0.552258063107729, 0.5288806930184364, 0.5047016963362694, 0.47940148785710335, 0.4531552977859974, 0.42640604078769684, 0.39902979508042336, 0.3709731139242649, 0.34278200939297676, 0.31402819231152534, 0.28576721996068954, 0.25787256099283695, 0.2305649220943451, 0.20416251569986343, 0.1792688723653555, 0.15594814624637365, 0.1355553586035967, 0.11877385433763266, 0.10636151768267155, 0.09798865392804146, 0.0925934910774231, 0.08935596700757742, 0.08701351098716259, 0.084847591817379, 0.08334257081151009, 0.08195969462394714, 0.08038950338959694, 0.07789917010813951, 0.07554677687585354, 0.07326640281826258, 0.07089983019977808, 0.06826882716268301, 0.06656081601977348, 0.06421864125877619, 0.06187891401350498, 0.05921939481049776, 0.05763205885887146, 0.054889279417693615, 0.053391982801258564, 0.050985448993742466, 0.049113149754703045, 0.04754439368844032, 0.045323921367526054]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,tanh,lasso,steplr,0.13323749426966458,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[0.8785613683553842, 0.5912605134340433, 0.3737662938924936, 0.21654521616605613, 0.14532857674818772, 0.12150232551189569, 0.12071291414590982, 0.10848018641655262, 0.09971838616407834, 0.09295695962814185, 0.08664195640729024, 0.07964566779824403, 0.0753842368721962, 0.06897305639890525, 0.0644715829537465, 0.059412428679374546, 0.05601621505159598, 0.05338119371579243, 0.04922832204745366, 0.04910761003310864, 0.0473715436573212, 0.04362754838970991, 0.04335778177930759, 0.04134597872885374, 0.03933807233205208, 0.03737022842352207, 0.03851239669781465, 0.03825854682005369, 0.03648655832960056, 0.03520700822655971, 0.03385317812745388, 0.035140302032232285, 0.03457195498049259, 0.03352132009772154, 0.03469672971046888, 0.031096721927707013, 0.03289632269969353, 0.03206916325367414, 0.03189258334728388, 0.033328960434748575, 0.030874712392687798, 0.03180246986448765, 0.02969317539380147, 0.03137659209852035, 0.029333210478608426, 0.02966741930979949, 0.03036423371388362, 0.028687895490573004, 0.030365071904200774, 0.029117243651014108, 0.027617591648147657, 0.02637343882368161, 0.02778817441027898, 0.028691598142568882, 0.028412084166820232, 0.028655757697728965, 0.02683270865908036, 0.028367509205753986, 0.027051067266326684, 0.027279431716753885]","[0.5591201633214951, 0.3424251787364483, 0.19050594326108694, 0.1075980830937624, 0.0908975824713707, 0.08994841761887074, 0.08139456622302532, 0.07213337905704975, 0.06479947082698345, 0.059235913679003716, 0.05524101294577122, 0.05067497119307518, 0.04594259522855282, 0.04211907275021076, 0.040172211825847626, 0.03656269982457161, 0.035567499697208405, 0.03182718576863408, 0.030610369984060526, 0.02852727472782135, 0.027801611460745335, 0.026384172961115837, 0.024859472177922726, 0.02533128811046481, 0.024022043216973543, 0.023536153603345156, 0.023620035964995623, 0.02288881503045559, 0.022879249416291714, 0.022113292012363672, 0.022088145837187767, 0.021547322627156973, 0.02095548715442419, 0.022900215815752745, 0.02075623767450452, 0.02153825992718339, 0.020512531511485577, 0.021604963578283787, 0.020254965405911207, 0.02081166859716177, 0.020013551227748394, 0.021108731161803007, 0.019726522266864777, 0.01956910826265812, 0.01967416051775217, 0.019296472892165184, 0.01940466044470668, 0.018756328616291285, 0.01864195941016078, 0.018886497244238853, 0.01917847990989685, 0.01873812498524785, 0.018853580113500357, 0.01834498578682542, 0.018494141288101673, 0.018366906326264143, 0.018547414802014828, 0.018133049365133047, 0.018496713135391474, 0.018085249699652195]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,tanh,lasso,none,0.13105541372774404,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[0.8785613683553842, 0.5912605134340433, 0.3737662938924936, 0.21654521616605613, 0.14532857674818772, 0.12150232551189569, 0.12071291414590982, 0.10848018641655262, 0.09971838616407834, 0.09295695962814185, 0.08664195640729024, 0.07964566779824403, 0.0753842368721962, 0.06897305639890525, 0.0644715829537465, 0.059412428679374546, 0.05601621505159598, 0.05338119371579243, 0.04922832204745366, 0.04910761003310864, 0.0473715436573212, 0.04362754838970991, 0.04335778177930759, 0.04134597872885374, 0.03933807233205208, 0.03737022842352207, 0.03851239669781465, 0.03825854682005369, 0.03648655832960056, 0.03520700822655971, 0.03385317812745388, 0.035140302032232285, 0.03457195498049259, 0.03352132009772154, 0.03469672971046888, 0.031096721927707013, 0.03289632269969353, 0.03206916325367414, 0.03189258334728388, 0.033328960434748575, 0.030874712392687798, 0.03180246986448765, 0.02969317539380147, 0.03137659209852035, 0.029333210478608426, 0.02966741930979949, 0.03036423371388362, 0.028687895490573004, 0.030365071904200774, 0.029117243651014108, 0.027669731814127702, 0.02625306724355771, 0.02768158196256711, 0.02845264570071147, 0.02808727639225813, 0.028115414942686375, 0.026033339735407095, 0.027602817576665144, 0.02603883296251297, 0.026068183665092174]","[0.5591201633214951, 0.3424251787364483, 0.19050594326108694, 0.1075980830937624, 0.0908975824713707, 0.08994841761887074, 0.08139456622302532, 0.07213337905704975, 0.06479947082698345, 0.059235913679003716, 0.05524101294577122, 0.05067497119307518, 0.04594259522855282, 0.04211907275021076, 0.040172211825847626, 0.03656269982457161, 0.035567499697208405, 0.03182718576863408, 0.030610369984060526, 0.02852727472782135, 0.027801611460745335, 0.026384172961115837, 0.024859472177922726, 0.02533128811046481, 0.024022043216973543, 0.023536153603345156, 0.023620035964995623, 0.02288881503045559, 0.022879249416291714, 0.022113292012363672, 0.022088145837187767, 0.021547322627156973, 0.02095548715442419, 0.022900215815752745, 0.02075623767450452, 0.02153825992718339, 0.020512531511485577, 0.021604963578283787, 0.020254965405911207, 0.02081166859716177, 0.020013551227748394, 0.021108731161803007, 0.019726522266864777, 0.01956910826265812, 0.01967416051775217, 0.019296472892165184, 0.01940466044470668, 0.018756328616291285, 0.01864195941016078, 0.018886497244238853, 0.01932199252769351, 0.019034484401345253, 0.018271058797836304, 0.01788882352411747, 0.018120898865163326, 0.01794195920228958, 0.01863593142479658, 0.017520229797810316, 0.017394677037373185, 0.017650060821324587]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,tanh,elastic,onecycle,0.215851329157668,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.0238965291243334, 1.0160265198120704, 0.9987383759938754, 0.9771802196135888, 0.9660478509389437, 0.9457440651380099, 0.9440105740840619, 0.9149293349339411, 0.8998419275650611, 0.893320267017071, 0.8847977885833154, 0.8526515318797185, 0.8488363256821265, 0.8071439587152921, 0.7801916828522315, 0.76871002637423, 0.7428975793031546, 0.7186270906375005, 0.6903842229109544, 0.661037266254425, 0.639743488568526, 0.6170512346120981, 0.5857209379856403, 0.5395136131690099, 0.5199180497572973, 0.46896093625288743, 0.4551943013301262, 0.41295085274256194, 0.37356804655148435, 0.34877336942232573, 0.31402328266547275, 0.2839324703583351, 0.2514275828233132, 0.22257227622545683, 0.1964202202283419, 0.17100669214358696, 0.15940828105578056, 0.14799006168658918, 0.14088492267406905, 0.1325646466933764, 0.12549938490757576, 0.12342534271570352, 0.11683615812888512, 0.11667180806398392, 0.11022654920816422, 0.11152693170767564, 0.10682900651143147, 0.10395404008718637, 0.10240474629860657, 0.10010417149617122, 0.09366734612446564, 0.08939207459871586, 0.09097930502433044, 0.08633194405298966, 0.08329184869161019, 0.07973421479646976, 0.07652185140894009, 0.07551505817816807, 0.0728793482367809, 0.06996365120777717]","[0.8256742730736732, 0.8133544102311134, 0.8010050505399704, 0.7885422110557556, 0.7758564427495003, 0.7628778368234634, 0.7493955045938492, 0.7353408187627792, 0.7208442687988281, 0.7055249661207199, 0.6893865168094635, 0.6725054904818535, 0.654862567782402, 0.6362974047660828, 0.6166935041546822, 0.5962476581335068, 0.5747112780809402, 0.552258063107729, 0.5288806930184364, 0.5047016963362694, 0.47940148785710335, 0.4531552977859974, 0.42640604078769684, 0.39902979508042336, 0.3709731139242649, 0.34278200939297676, 0.31402819231152534, 0.28576721996068954, 0.25787256099283695, 0.2305649220943451, 0.20416251569986343, 0.1792688723653555, 0.15594814624637365, 0.1355553586035967, 0.11877385433763266, 0.10636151768267155, 0.09798865392804146, 0.0925934910774231, 0.08935596700757742, 0.08701351098716259, 0.084847591817379, 0.08334257081151009, 0.08195969462394714, 0.08038950338959694, 0.07789917010813951, 0.07554677687585354, 0.07326640281826258, 0.07089983019977808, 0.06826882716268301, 0.06656081601977348, 0.06421864125877619, 0.06187891401350498, 0.05921939481049776, 0.05763205885887146, 0.054889279417693615, 0.053391982801258564, 0.050985448993742466, 0.049113149754703045, 0.04754439368844032, 0.045323921367526054]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,tanh,elastic,steplr,0.13323749426966458,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[0.8785613683553842, 0.5912605134340433, 0.3737662938924936, 0.21654521616605613, 0.14532857674818772, 0.12150232551189569, 0.12071291414590982, 0.10848018641655262, 0.09971838616407834, 0.09295695962814185, 0.08664195640729024, 0.07964566779824403, 0.0753842368721962, 0.06897305639890525, 0.0644715829537465, 0.059412428679374546, 0.05601621505159598, 0.05338119371579243, 0.04922832204745366, 0.04910761003310864, 0.0473715436573212, 0.04362754838970991, 0.04335778177930759, 0.04134597872885374, 0.03933807233205208, 0.03737022842352207, 0.03851239669781465, 0.03825854682005369, 0.03648655832960056, 0.03520700822655971, 0.03385317812745388, 0.035140302032232285, 0.03457195498049259, 0.03352132009772154, 0.03469672971046888, 0.031096721927707013, 0.03289632269969353, 0.03206916325367414, 0.03189258334728388, 0.033328960434748575, 0.030874712392687798, 0.03180246986448765, 0.02969317539380147, 0.03137659209852035, 0.029333210478608426, 0.02966741930979949, 0.03036423371388362, 0.028687895490573004, 0.030365071904200774, 0.029117243651014108, 0.027617591648147657, 0.02637343882368161, 0.02778817441027898, 0.028691598142568882, 0.028412084166820232, 0.028655757697728965, 0.02683270865908036, 0.028367509205753986, 0.027051067266326684, 0.027279431716753885]","[0.5591201633214951, 0.3424251787364483, 0.19050594326108694, 0.1075980830937624, 0.0908975824713707, 0.08994841761887074, 0.08139456622302532, 0.07213337905704975, 0.06479947082698345, 0.059235913679003716, 0.05524101294577122, 0.05067497119307518, 0.04594259522855282, 0.04211907275021076, 0.040172211825847626, 0.03656269982457161, 0.035567499697208405, 0.03182718576863408, 0.030610369984060526, 0.02852727472782135, 0.027801611460745335, 0.026384172961115837, 0.024859472177922726, 0.02533128811046481, 0.024022043216973543, 0.023536153603345156, 0.023620035964995623, 0.02288881503045559, 0.022879249416291714, 0.022113292012363672, 0.022088145837187767, 0.021547322627156973, 0.02095548715442419, 0.022900215815752745, 0.02075623767450452, 0.02153825992718339, 0.020512531511485577, 0.021604963578283787, 0.020254965405911207, 0.02081166859716177, 0.020013551227748394, 0.021108731161803007, 0.019726522266864777, 0.01956910826265812, 0.01967416051775217, 0.019296472892165184, 0.01940466044470668, 0.018756328616291285, 0.01864195941016078, 0.018886497244238853, 0.01917847990989685, 0.01873812498524785, 0.018853580113500357, 0.01834498578682542, 0.018494141288101673, 0.018366906326264143, 0.018547414802014828, 0.018133049365133047, 0.018496713135391474, 0.018085249699652195]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,64,tanh,elastic,none,0.13105541372774404,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[0.8785613683553842, 0.5912605134340433, 0.3737662938924936, 0.21654521616605613, 0.14532857674818772, 0.12150232551189569, 0.12071291414590982, 0.10848018641655262, 0.09971838616407834, 0.09295695962814185, 0.08664195640729024, 0.07964566779824403, 0.0753842368721962, 0.06897305639890525, 0.0644715829537465, 0.059412428679374546, 0.05601621505159598, 0.05338119371579243, 0.04922832204745366, 0.04910761003310864, 0.0473715436573212, 0.04362754838970991, 0.04335778177930759, 0.04134597872885374, 0.03933807233205208, 0.03737022842352207, 0.03851239669781465, 0.03825854682005369, 0.03648655832960056, 0.03520700822655971, 0.03385317812745388, 0.035140302032232285, 0.03457195498049259, 0.03352132009772154, 0.03469672971046888, 0.031096721927707013, 0.03289632269969353, 0.03206916325367414, 0.03189258334728388, 0.033328960434748575, 0.030874712392687798, 0.03180246986448765, 0.02969317539380147, 0.03137659209852035, 0.029333210478608426, 0.02966741930979949, 0.03036423371388362, 0.028687895490573004, 0.030365071904200774, 0.029117243651014108, 0.027669731814127702, 0.02625306724355771, 0.02768158196256711, 0.02845264570071147, 0.02808727639225813, 0.028115414942686375, 0.026033339735407095, 0.027602817576665144, 0.02603883296251297, 0.026068183665092174]","[0.5591201633214951, 0.3424251787364483, 0.19050594326108694, 0.1075980830937624, 0.0908975824713707, 0.08994841761887074, 0.08139456622302532, 0.07213337905704975, 0.06479947082698345, 0.059235913679003716, 0.05524101294577122, 0.05067497119307518, 0.04594259522855282, 0.04211907275021076, 0.040172211825847626, 0.03656269982457161, 0.035567499697208405, 0.03182718576863408, 0.030610369984060526, 0.02852727472782135, 0.027801611460745335, 0.026384172961115837, 0.024859472177922726, 0.02533128811046481, 0.024022043216973543, 0.023536153603345156, 0.023620035964995623, 0.02288881503045559, 0.022879249416291714, 0.022113292012363672, 0.022088145837187767, 0.021547322627156973, 0.02095548715442419, 0.022900215815752745, 0.02075623767450452, 0.02153825992718339, 0.020512531511485577, 0.021604963578283787, 0.020254965405911207, 0.02081166859716177, 0.020013551227748394, 0.021108731161803007, 0.019726522266864777, 0.01956910826265812, 0.01967416051775217, 0.019296472892165184, 0.01940466044470668, 0.018756328616291285, 0.01864195941016078, 0.018886497244238853, 0.01932199252769351, 0.019034484401345253, 0.018271058797836304, 0.01788882352411747, 0.018120898865163326, 0.01794195920228958, 0.01863593142479658, 0.017520229797810316, 0.017394677037373185, 0.017650060821324587]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,relu,lasso,onecycle,0.1092150699401813,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.449818675334637, 1.4177876435793364, 1.3885973875339215, 1.3629194222963774, 1.3497053522330065, 1.3327574821618886, 1.2866645409510686, 1.2551064445422246, 1.2337944828546965, 1.2032792614056513, 1.1948453187942505, 1.1409804821014404, 1.1093945732483497, 1.0550496073869557, 1.029639762181502, 0.9876617055672866, 0.9603358369607192, 0.8997034430503845, 0.8710518525196955, 0.823573887348175, 0.7709944706696731, 0.74362713098526, 0.6809776379511907, 0.637190580368042, 0.5765372445950141, 0.5243020080603086, 0.4768260900790875, 0.42589177191257477, 0.3788243853128873, 0.3287959133203213, 0.28678945853159976, 0.24865069068395174, 0.21539194996540362, 0.17928579392341468, 0.15237064373034698, 0.14264198679190415, 0.12086770970087785, 0.11040626466274261, 0.09909949451684952, 0.08971064881636547, 0.0814243543606538, 0.07244180887937546, 0.065470962283703, 0.05834013395584547, 0.055973197118594095, 0.05024235939177183, 0.0497073966723222, 0.04397868622954075, 0.042933192677222766, 0.04237689937536533, 0.036890802188561514, 0.03465615743054794, 0.034853571166212745, 0.032930296200972334, 0.03029423192716562, 0.02927817518894489, 0.028935474128677294, 0.02872127151260009, 0.025889578060461924, 0.024928499299746294]","[1.152024284005165, 1.1289926320314407, 1.1060763895511627, 1.0830780267715454, 1.0598163604736328, 1.036178708076477, 1.011902093887329, 0.9870718568563461, 0.961314395070076, 0.9346727281808853, 0.9069374948740005, 0.8781928345561028, 0.8482883647084236, 0.8172495439648628, 0.7849263250827789, 0.7514616027474403, 0.7168677672743797, 0.6810868680477142, 0.6442978791892529, 0.6063625738024712, 0.5672073066234589, 0.5271950513124466, 0.4863806553184986, 0.44513005018234253, 0.403414161875844, 0.36230362206697464, 0.3214361406862736, 0.281134782359004, 0.24261359870433807, 0.2066863849759102, 0.17401927709579468, 0.14527854230254889, 0.12185375392436981, 0.10434037540107965, 0.09147736616432667, 0.08146532531827688, 0.07288884092122316, 0.06475077755749226, 0.057881513610482216, 0.051610748283565044, 0.04643137939274311, 0.04126839246600866, 0.03779676463454962, 0.034534507896751165, 0.030870058573782444, 0.028408897574990988, 0.02635151334106922, 0.024762356653809547, 0.022955173160880804, 0.021546560805290937, 0.020771389361470938, 0.01907941699028015, 0.018129780422896147, 0.016893897904083133, 0.016116005601361394, 0.014990321826189756, 0.014474998693913221, 0.01338312984444201, 0.012742520542815328, 0.011706317542120814]","['id(x0)', 'sin(x0)', 'cos(x0)']"
Nguyen-1,"id,sin,cos",1,True,1,128,relu,lasso,steplr,0.030544340656271565,0.08554319821162128,3,3,1.0,1.0,1.0,"['id(x0)', 'sin(x0)', 'cos(x0)']",[],[],"[1.1834888595801134, 0.7322342579181378, 0.4195843728689047, 0.22352707901826271, 0.1311050498714814, 0.09818454258717023, 0.0728077836907827, 0.05513203144073486, 0.047186934030972995, 0.04050478940972915, 0.03524281972875962, 0.02946364521407164, 0.025194984215956468, 0.025156317422023185, 0.02228433911043864, 0.021222649285426505, 0.019833633676171303, 0.018351931268206008, 0.01787458066470348, 0.01712541511425605, 0.014600984967098786, 0.015354544998934636, 0.014881437859283043, 0.013391882611008791, 0.011959367288419833, 0.011968826910910698, 0.012585395803818336, 0.011694234509307604, 0.010892566078557419, 0.010367318987846375, 0.010270866851967115, 0.01014803615040504, 0.01089737256272481, 0.009597807477873106, 0.00869344540226918, 0.009714952455117153, 0.00886976969643281, 0.008732607122510672, 0.008743896005818477, 0.008111467835708307, 0.008556581209771909, 0.007451474845695954, 0.007029336590606432, 0.007206381047860934, 0.007804659696725698, 0.007558135817257257, 0.007922926308730474, 0.007538425485388591, 0.006912105860045323, 0.007562488389129822, 0.0068128680667051906, 0.007283622578073006, 0.006780101022181602, 0.006925556593789504, 0.0067183243540617135, 0.006748646712647035, 0.0067586689614332635, 0.0072888124805803485, 0.0067329048895492, 0.0066984349216979286]","[0.7048667073249817, 0.4098798483610153, 0.201877998188138, 0.10164045542478561, 0.07767242379486561, 0.05523621290922165, 0.038917616941034794, 0.029472201596945524, 0.02414600271731615, 0.02048291079699993, 0.018216445110738277, 0.015777066815644503, 0.013578527374193072, 0.012465392239391804, 0.010862714145332575, 0.009601862169802189, 0.008420169819146395, 0.007286671898327768, 0.006919550593011081, 0.005390570731833577, 0.005049403407610953, 0.004369916452560574, 0.003918577218428254, 0.0035463777894619852, 0.003616894711740315, 0.002987300424138084, 0.003062616800889373, 0.0027826823643408716, 0.002433951653074473, 0.0023410971043631434, 0.002362481813179329, 0.002056611920124851, 0.0019356365664862096, 0.0018496517150197178, 0.0017279542225878686, 0.0017722732882248238, 0.0015930518857203424, 0.001560851582325995, 0.0015150014660321176, 0.0014401464140973985, 0.0013348100910661742, 0.0012892053200630471, 0.0012269830476725474, 0.0012195252638775855, 0.0012152041890658438, 0.001184035252663307, 0.0013360145821934566, 0.0010289763886248693, 0.0010344088659621775, 0.001014823792502284, 0.0011469393502920866, 0.0009667855629231781, 0.000981057368335314, 0.0009951190440915525, 0.0008828853315208107, 0.0008826006014714949, 0.0008546516764909029, 0.0009366924059577286, 0.0008968955517048016, 0.0008445508137810975]","['id(x0)', 'sin(x0)', 'cos(x0)']"
